,peak_velocity,start_timestamp,end_x,eye,start_x,start_y,duration,length,end_y,end_timestamp
842,147.0,3973499.0,990.4,R,962.6,574.3,23.0,0.86,584.6,3973521.0
843,112.0,3973710.0,958.7,R,987.3,576.4,20.0,0.85,568.6,3973729.0
844,101.0,3974079.0,965.7,R,954.9,564.3,21.0,0.7,584.9,3974099.0
845,49.0,3974498.0,934.8,R,947.7,589.9,10.0,0.44,582.0,3974507.0
846,155.0,3974922.0,953.7,R,939.4,581.0,28.0,0.41,579.8,3974949.0
847,76.0,3975172.0,930.4,R,948.4,576.1,16.0,0.53,572.5,3975187.0
848,90.0,3975464.0,952.6,R,932.0,564.7,20.0,0.59,564.5,3975483.0
849,66.0,3976028.0,941.8,R,940.0,556.9,17.0,0.46,571.9,3976044.0
850,110.0,3976534.0,970.9,R,947.6,562.8,23.0,0.7,556.1,3976556.0
851,66.0,3976881.0,947.2,R,966.3,560.3,9.0,0.55,558.6,3976889.0
852,77.0,3977185.0,954.5,R,940.9,568.1,20.0,0.41,564.4,3977204.0
853,59.0,3977734.0,945.2,R,947.7,571.9,8.0,0.44,586.2,3977741.0
854,93.0,3978178.0,960.5,R,955.4,585.5,21.0,0.15,585.7,3978198.0
855,74.0,3978767.0,951.8,R,974.4,571.0,11.0,0.71,580.3,3978777.0
856,90.0,3979100.0,963.3,R,954.8,593.4,19.0,0.52,578.2,3979118.0
857,64.0,3979372.0,960.2,R,961.6,575.9,16.0,0.56,594.2,3979387.0
858,134.0,3979663.0,987.7,R,958.6,584.7,22.0,1.02,604.1,3979684.0
859,73.0,3980097.0,983.2,R,996.3,614.6,18.0,0.55,601.6,3980114.0
860,48.0,3981248.0,964.0,R,970.3,588.6,8.0,0.38,599.6,3981255.0
861,120.0,3981915.0,963.8,R,949.7,580.2,25.0,0.8,602.9,3981939.0
862,98.0,3982343.0,952.9,R,975.2,584.8,18.0,0.66,579.9,3982360.0
863,138.0,3982672.0,997.3,R,957.8,594.5,23.0,1.21,608.2,3982694.0
864,71.0,3983255.0,976.2,R,979.8,612.1,12.0,0.69,634.5,3983266.0
865,101.0,3983668.0,936.2,R,951.0,624.8,23.0,0.99,595.7,3983690.0
866,166.0,3983893.0,986.4,R,933.3,604.7,22.0,1.69,628.7,3983914.0
867,271.0,3984509.0,933.4,R,986.0,591.0,29.0,1.84,556.7,3984537.0
868,98.0,3984748.0,962.1,R,933.5,567.4,15.0,0.89,578.6,3984762.0
869,90.0,3985465.0,979.7,R,963.6,583.3,16.0,0.49,578.4,3985480.0
870,42.0,3986303.0,964.4,R,967.7,553.2,8.0,0.29,562.3,3986310.0
871,108.0,3986770.0,958.2,R,979.1,580.3,18.0,0.87,559.5,3986787.0
872,85.0,3987018.0,966.7,R,958.6,573.7,19.0,0.3,580.0,3987036.0
873,46.0,3987469.0,975.8,R,969.8,583.2,6.0,0.32,591.9,3987474.0
874,59.0,3988412.0,979.6,R,975.0,587.9,12.0,0.42,601.1,3988423.0
875,97.0,3988705.0,991.2,R,975.5,592.3,18.0,0.91,618.3,3988722.0
876,101.0,3989084.0,957.6,R,973.3,601.6,17.0,0.95,574.1,3989100.0
877,88.0,3989332.0,971.9,R,952.9,571.3,17.0,0.67,584.3,3989348.0
878,46.0,3989693.0,977.0,R,976.4,597.0,15.0,0.19,603.3,3989707.0
879,212.0,3990004.0,1015.7,R,978.3,604.9,23.0,2.28,670.8,3990026.0
880,203.0,3990355.0,945.2,R,1002.0,628.3,20.0,2.28,576.3,3990374.0
881,84.0,3990582.0,981.5,R,959.5,576.4,11.0,0.79,592.2,3990592.0
882,84.0,3991138.0,995.1,R,983.7,600.2,13.0,0.83,625.3,3991150.0
883,113.0,3991637.0,1011.4,R,969.7,603.2,18.0,1.21,609.7,3991654.0
884,115.0,3992255.0,956.0,R,982.5,595.1,20.0,0.83,584.5,3992274.0
885,46.0,3994719.0,956.0,R,961.2,592.1,16.0,0.28,584.2,3994734.0
886,90.0,3995197.0,978.0,R,971.7,594.2,17.0,0.2,597.0,3995213.0
887,52.0,3995862.0,975.8,R,984.0,603.1,15.0,0.43,614.8,3995876.0
888,99.0,3996238.0,982.0,R,968.6,597.1,19.0,0.39,598.6,3996256.0
889,77.0,3996411.0,964.5,R,985.5,591.6,13.0,0.67,581.6,3996423.0
890,105.0,3997013.0,963.6,R,964.0,579.2,27.0,0.65,600.5,3997039.0
891,131.0,3997488.0,977.3,R,951.9,571.1,22.0,0.85,585.3,3997509.0
892,96.0,3997839.0,943.5,R,976.5,595.6,16.0,0.97,602.9,3997854.0
893,112.0,3998098.0,969.7,R,949.8,599.1,23.0,0.63,608.2,3998120.0
894,55.0,3998543.0,974.4,R,977.6,605.3,19.0,0.13,602.2,3998561.0
895,60.0,3999114.0,981.4,R,973.0,607.8,5.0,0.25,609.6,3999118.0
896,47.0,3999759.0,988.9,R,980.3,604.9,6.0,0.29,600.1,3999764.0
897,193.0,3999943.0,1019.2,R,976.2,600.6,22.0,1.29,613.4,3999964.0
898,157.0,4000327.0,969.2,R,1023.4,616.1,19.0,1.59,604.3,4000345.0
899,115.0,4000848.0,981.5,R,969.9,599.2,24.0,1.49,646.6,4000871.0
900,131.0,4001219.0,974.5,R,986.1,633.4,29.0,1.69,579.1,4001247.0
901,74.0,4001528.0,978.4,R,974.6,594.6,17.0,0.72,617.9,4001544.0
902,94.0,4002058.0,971.8,R,983.2,622.4,14.0,0.89,595.5,4002071.0
903,101.0,4002318.0,975.1,R,969.8,599.8,17.0,1.06,634.1,4002334.0
904,94.0,4003523.0,984.2,R,953.5,615.5,17.0,0.88,618.3,4003539.0
905,104.0,4005409.0,957.2,R,945.5,606.3,23.0,0.5,618.6,4005431.0
906,65.0,4005885.0,958.3,R,946.6,591.4,17.0,0.55,605.8,4005901.0
907,77.0,4006899.0,967.7,R,967.3,577.5,19.0,0.45,592.3,4006917.0
908,72.0,4008168.0,962.6,R,972.1,592.3,9.0,0.61,574.3,4008176.0
909,130.0,4008833.0,985.3,R,958.8,584.2,23.0,0.79,591.2,4008855.0
910,83.0,4009084.0,950.2,R,977.1,593.4,13.0,0.8,586.0,4009096.0
911,101.0,4009631.0,978.8,R,966.8,602.2,21.0,0.4,608.7,4009651.0
912,2148.0,4011139.0,866.3,R,966.4,587.9,1138.0,4.46,475.7,4012276.0
913,511.0,4012374.0,881.8,R,930.0,457.9,38.0,3.54,565.0,4012411.0
914,288.0,4012552.0,976.1,R,917.8,590.0,30.0,2.03,627.9,4012581.0
915,124.0,4013345.0,961.0,R,945.0,593.3,21.0,0.61,606.4,4013365.0
916,96.0,4014178.0,974.0,R,944.1,567.3,14.0,0.88,573.3,4014191.0
917,86.0,4015345.0,941.6,R,933.2,528.2,21.0,0.51,542.8,4015365.0
918,145.0,4015720.0,968.6,R,930.4,539.5,22.0,1.4,567.9,4015741.0
919,198.0,4015978.0,911.1,R,957.8,573.7,28.0,1.43,557.5,4016005.0
920,69.0,4017182.0,944.6,R,944.4,561.7,18.0,0.44,547.2,4017199.0
921,110.0,4017674.0,971.7,R,950.1,535.2,21.0,0.62,534.8,4017694.0
922,71.0,4017966.0,937.3,R,960.2,537.4,10.0,0.67,533.3,4017975.0
923,153.0,4018218.0,992.9,R,944.8,560.5,24.0,1.53,582.5,4018241.0
924,110.0,4018652.0,948.7,R,977.7,592.1,21.0,0.96,576.4,4018672.0
925,146.0,4019323.0,997.0,R,958.3,589.3,24.0,1.36,615.2,4019346.0
926,90.0,4019574.0,960.8,R,992.2,600.8,14.0,0.94,591.9,4019587.0
927,150.0,4020194.0,1002.3,R,976.7,551.9,29.0,0.92,570.1,4020222.0
928,127.0,4020418.0,965.1,R,1007.8,568.4,20.0,1.43,544.3,4020437.0
929,71.0,4020749.0,968.7,R,964.2,562.1,19.0,0.13,563.3,4020767.0
930,129.0,4021166.0,985.0,R,968.9,569.2,24.0,0.87,593.2,4021189.0
931,81.0,4021427.0,965.6,R,979.2,594.5,13.0,0.85,569.7,4021439.0
932,69.0,4021808.0,977.3,R,980.3,565.0,9.0,0.58,583.6,4021816.0
933,149.0,4022183.0,988.9,R,976.1,576.5,25.0,0.53,564.1,4022207.0
934,70.0,4022451.0,966.8,R,986.5,561.5,10.0,0.58,557.0,4022460.0
935,53.0,4023257.0,943.8,R,958.5,554.2,8.0,0.42,556.0,4023264.0
936,91.0,4023519.0,970.3,R,950.0,552.4,20.0,0.58,550.5,4023538.0
937,139.0,4024062.0,977.3,R,956.6,564.7,22.0,1.03,592.1,4024083.0
938,89.0,4024416.0,954.4,R,979.6,597.0,11.0,0.8,585.7,4024426.0
939,121.0,4024811.0,964.9,R,943.2,564.3,21.0,0.87,544.5,4024831.0
940,62.0,4025057.0,953.8,R,964.3,546.5,17.0,0.48,558.9,4025073.0
941,101.0,4025312.0,988.4,R,953.1,554.8,17.0,1.04,562.8,4025328.0
942,55.0,4025601.0,958.4,R,970.1,568.0,15.0,0.41,575.8,4025615.0
943,116.0,4025751.0,1001.0,R,965.6,580.6,17.0,1.24,603.9,4025767.0
944,94.0,4026015.0,971.6,R,990.8,608.2,12.0,0.85,586.8,4026026.0
945,151.0,4026587.0,988.2,R,959.4,595.3,26.0,1.26,626.5,4026612.0
946,120.0,4026953.0,953.4,R,983.5,612.7,17.0,1.08,591.4,4026969.0
947,188.0,4027311.0,993.6,R,956.6,589.8,30.0,1.5,624.5,4027340.0
948,129.0,4027755.0,937.1,R,978.5,602.1,19.0,1.47,573.7,4027773.0
949,56.0,4028006.0,953.5,R,949.6,580.1,13.0,0.65,559.3,4028018.0
950,132.0,4028246.0,966.9,R,955.2,575.5,25.0,1.37,619.0,4028270.0
951,50.0,4028690.0,971.2,R,967.2,613.9,12.0,0.54,596.7,4028701.0
952,132.0,4028983.0,1001.4,R,959.1,599.2,21.0,1.38,620.8,4029003.0
953,146.0,4029652.0,937.6,R,988.5,612.9,22.0,1.47,607.1,4029673.0
954,140.0,4029934.0,982.0,R,943.8,626.6,22.0,1.1,623.6,4029955.0
955,129.0,4030488.0,999.0,R,975.1,600.9,21.0,1.05,627.0,4030508.0
956,178.0,4030984.0,937.4,R,1000.1,627.4,21.0,2.12,590.6,4031004.0
957,84.0,4031493.0,973.6,R,962.6,589.1,18.0,0.38,582.2,4031510.0
958,85.0,4032132.0,988.8,R,961.2,606.3,13.0,0.79,603.7,4032144.0
959,75.0,4032409.0,962.1,R,981.4,600.6,8.0,0.57,596.3,4032416.0
960,56.0,4032773.0,961.8,R,974.6,606.6,6.0,0.37,605.3,4032778.0
961,98.0,4033165.0,988.6,R,964.7,615.7,21.0,0.73,624.1,4033185.0
962,78.0,4033415.0,970.5,R,990.4,611.6,18.0,0.61,618.8,4033432.0
963,74.0,4033768.0,981.5,R,973.2,623.3,17.0,0.5,637.5,4033784.0
964,104.0,4034255.0,980.5,R,967.0,613.4,21.0,0.39,612.0,4034275.0
965,49.0,4035274.0,950.1,R,954.9,586.8,9.0,0.4,599.2,4035282.0
966,103.0,4035599.0,973.2,R,959.3,598.3,20.0,0.4,597.0,4035618.0
967,43.0,4036120.0,976.8,R,971.1,562.3,10.0,0.34,552.4,4036129.0
968,56.0,4036323.0,978.3,R,984.0,553.5,12.0,0.52,569.5,4036334.0
969,104.0,4037506.0,983.8,R,962.7,587.9,21.0,0.61,586.2,4037526.0
970,85.0,4038272.0,937.5,R,968.6,580.0,16.0,0.9,584.0,4038287.0
971,92.0,4038467.0,971.6,R,946.0,577.7,16.0,0.74,575.2,4038482.0
972,49.0,4039254.0,961.9,R,956.3,579.5,6.0,0.27,586.4,4039259.0
973,54.0,4039461.0,952.2,R,954.1,552.8,6.0,0.38,565.1,4039466.0
974,91.0,4039562.0,966.3,R,956.4,545.3,18.0,0.66,564.7,4039579.0
975,87.0,4041068.0,963.7,R,960.4,569.1,19.0,0.37,580.7,4041086.0
976,88.0,4041542.0,988.4,R,971.9,587.1,21.0,0.79,607.7,4041562.0
977,70.0,4042468.0,966.3,R,967.0,603.4,12.0,0.62,623.5,4042479.0
978,90.0,4042854.0,958.9,R,956.0,603.0,20.0,0.37,591.1,4042873.0
979,55.0,4043318.0,974.0,R,961.6,589.0,8.0,0.38,585.0,4043325.0
980,75.0,4043589.0,948.9,R,968.5,593.0,16.0,0.66,581.6,4043604.0
981,110.0,4043837.0,977.5,R,946.2,585.8,22.0,1.12,607.7,4043858.0
982,67.0,4044164.0,958.8,R,978.3,608.7,11.0,0.63,599.2,4044174.0
983,99.0,4044470.0,985.0,R,954.0,601.6,18.0,0.94,612.1,4044487.0
984,71.0,4044803.0,971.2,R,987.2,616.9,16.0,0.5,610.7,4044818.0
985,69.0,4045699.0,964.8,R,959.1,586.3,16.0,0.32,577.2,4045714.0
986,131.0,4045910.0,980.8,R,962.3,588.2,22.0,0.54,585.5,4045931.0
987,78.0,4046095.0,985.4,R,980.4,592.1,17.0,0.28,584.3,4046111.0
988,88.0,4046257.0,965.5,R,985.9,591.7,16.0,0.59,588.4,4046272.0
989,51.0,4046555.0,954.6,R,963.6,591.5,11.0,0.52,606.3,4046565.0
990,74.0,4046869.0,942.8,R,951.9,593.2,11.0,0.7,614.3,4046879.0
991,94.0,4047353.0,992.7,R,959.5,598.0,13.0,0.97,592.5,4047365.0
992,121.0,4047762.0,1018.6,R,980.7,576.6,17.0,1.21,594.0,4047778.0
993,122.0,4048941.0,944.2,R,976.3,574.7,22.0,0.94,568.4,4048962.0
994,110.0,4049538.0,978.0,R,960.5,553.8,20.0,0.57,545.1,4049557.0
995,92.0,4050160.0,1002.5,R,972.2,574.9,13.0,0.87,575.3,4050172.0
996,50.0,4050557.0,958.0,R,968.9,555.4,16.0,0.35,560.5,4050572.0
997,101.0,4051156.0,955.0,R,946.1,570.4,24.0,0.53,585.6,4051179.0
998,137.0,4052049.0,1010.1,R,968.6,601.4,22.0,1.2,606.2,4052070.0
999,104.0,4052224.0,974.2,R,1009.1,614.8,15.0,1.07,602.1,4052238.0
1000,49.0,4052694.0,974.3,R,965.1,606.8,7.0,0.35,614.3,4052700.0
1001,116.0,4053104.0,970.0,R,968.5,610.4,19.0,0.94,641.1,4053122.0
1002,152.0,4053480.0,972.9,R,979.3,636.5,20.0,1.6,584.4,4053499.0
1003,63.0,4053824.0,957.1,R,956.3,591.4,10.0,0.58,610.2,4053833.0
1004,122.0,4054222.0,981.3,R,955.5,594.9,21.0,0.75,599.6,4054242.0
1005,55.0,4054478.0,957.7,R,971.1,587.0,7.0,0.4,583.3,4054484.0
1006,82.0,4054959.0,967.9,R,951.1,567.6,18.0,0.53,575.2,4054976.0
1007,86.0,4056041.0,965.3,R,949.9,556.9,18.0,0.61,570.6,4056058.0
1008,57.0,4056482.0,949.1,R,958.3,573.9,7.0,0.42,563.1,4056488.0
1009,85.0,4056909.0,980.8,R,951.0,548.6,15.0,0.93,560.5,4056923.0
1010,65.0,4057243.0,944.5,R,962.2,571.0,9.0,0.55,563.7,4057251.0
1011,87.0,4057609.0,975.6,R,955.3,586.6,19.0,0.58,586.3,4057627.0
1012,135.0,4057882.0,1001.4,R,965.1,591.8,22.0,1.11,604.4,4057903.0
1013,86.0,4058205.0,969.4,R,992.3,613.0,19.0,0.66,610.0,4058223.0
1014,87.0,4059765.0,970.0,R,964.0,613.8,18.0,0.79,588.7,4059782.0
1015,49.0,4060181.0,956.6,R,952.4,595.3,16.0,0.13,596.8,4060196.0
1016,127.0,4060662.0,989.7,R,960.8,597.7,21.0,0.9,608.9,4060682.0
1017,54.0,4061011.0,997.6,R,994.5,611.6,8.0,0.4,624.4,4061018.0
1018,81.0,4061439.0,984.2,R,998.0,617.4,12.0,0.79,595.0,4061450.0
1019,98.0,4062239.0,978.9,R,976.2,608.1,16.0,0.77,633.2,4062254.0
1020,135.0,4062545.0,934.7,R,955.4,613.9,19.0,1.39,572.8,4062563.0
1021,111.0,4063068.0,966.9,R,940.8,583.5,22.0,0.79,592.1,4063089.0
1022,56.0,4063335.0,943.0,R,955.6,597.5,7.0,0.38,593.3,4063341.0
1023,112.0,4063588.0,972.1,R,944.7,590.6,21.0,0.81,597.1,4063608.0
1024,75.0,4063833.0,955.3,R,975.8,587.4,19.0,0.66,597.5,4063851.0
1025,151.0,4064494.0,1007.0,R,970.0,607.1,24.0,1.08,613.5,4064517.0
1026,110.0,4064822.0,978.3,R,1008.2,618.7,20.0,0.87,623.7,4064841.0
1027,168.0,4065087.0,1025.0,R,979.1,632.9,21.0,1.32,633.3,4065107.0
1028,127.0,4065344.0,975.8,R,1020.2,626.5,17.0,1.34,612.3,4065360.0
1029,106.0,4066326.0,1002.8,R,966.6,591.3,19.0,1.05,597.1,4066344.0
1030,141.0,4068194.0,1017.7,R,969.7,577.2,20.0,1.38,577.7,4068213.0
1031,138.0,4068552.0,977.1,R,1018.1,568.0,23.0,1.18,571.4,4068574.0
1032,56.0,4069015.0,965.5,R,971.9,576.7,19.0,0.42,589.1,4069033.0
1033,193.0,4069481.0,1031.1,R,960.1,579.7,21.0,2.04,577.8,4069501.0
1034,129.0,4069939.0,960.2,R,1001.5,575.6,20.0,1.28,591.8,4069958.0
1035,171.0,4070433.0,1035.9,R,975.1,582.5,18.0,1.74,583.0,4070450.0
1036,117.0,4070872.0,972.0,R,1027.7,582.5,19.0,1.6,581.3,4070890.0
1037,57.0,4073414.0,945.7,R,942.0,553.2,9.0,0.48,537.9,4073422.0
1038,139.0,4073933.0,997.5,R,967.3,565.4,22.0,0.98,580.6,4073954.0
1039,136.0,4074575.0,952.4,R,996.2,578.0,23.0,1.26,578.4,4074597.0
1040,44.0,4074884.0,951.8,R,952.7,571.0,14.0,0.37,559.0,4074897.0
1041,114.0,4075234.0,962.0,R,943.4,560.4,19.0,0.78,579.2,4075252.0
1042,182.0,4075804.0,999.0,R,967.8,582.7,23.0,1.1,603.5,4075826.0
1043,138.0,4076168.0,952.4,R,1000.5,597.4,21.0,1.55,574.4,4076188.0
1044,148.0,4076533.0,993.5,R,957.8,583.4,21.0,1.05,591.2,4076553.0
1045,69.0,4076943.0,956.4,R,970.4,593.1,10.0,0.57,606.2,4076952.0
1046,59.0,4077481.0,953.2,R,956.6,592.7,17.0,0.36,581.4,4077497.0
1047,57.0,4077850.0,943.4,R,939.4,572.7,10.0,0.41,559.7,4077859.0
1048,81.0,4078283.0,953.8,R,950.3,563.2,16.0,0.77,588.2,4078298.0
1049,58.0,4079046.0,945.0,R,961.0,580.0,9.0,0.49,574.5,4079054.0
1050,105.0,4079349.0,961.2,R,937.3,563.4,25.0,0.87,580.9,4079373.0
1051,142.0,4079741.0,996.7,R,954.3,583.9,19.0,1.35,602.9,4079759.0
1052,113.0,4081283.0,952.0,R,984.4,581.0,21.0,1.05,564.7,4081303.0
1053,167.0,4081977.0,999.6,R,940.4,563.8,20.0,1.8,583.8,4081996.0
1054,181.0,4082278.0,940.6,R,1002.8,579.6,23.0,1.92,556.2,4082300.0
1055,92.0,4083509.0,948.9,R,953.3,571.5,21.0,0.13,570.0,4083529.0
1056,145.0,4084246.0,978.9,R,941.0,565.4,21.0,1.15,577.8,4084266.0
1057,115.0,4084491.0,938.6,R,973.3,582.4,20.0,1.01,576.0,4084510.0
1058,74.0,4084971.0,994.4,R,973.1,590.1,23.0,0.67,581.2,4084993.0
1059,91.0,4085180.0,982.2,R,1012.4,612.8,12.0,0.87,611.2,4085191.0
1060,168.0,4085748.0,1018.5,R,974.4,616.9,23.0,1.31,628.8,4085770.0
1061,146.0,4086175.0,1040.9,R,1000.7,618.8,23.0,1.25,635.0,4086197.0
1062,201.0,4086445.0,960.3,R,1032.7,624.0,22.0,2.25,595.6,4086466.0
1063,118.0,4086737.0,991.7,R,971.2,597.4,23.0,0.6,600.6,4086759.0
1064,51.0,4086954.0,978.2,R,989.2,602.0,7.0,0.32,601.2,4086960.0
1065,135.0,4087227.0,1019.9,R,980.2,617.6,20.0,1.2,630.1,4087246.0
1066,58.0,4087464.0,994.9,R,1009.2,636.9,8.0,0.46,630.2,4087471.0
1067,65.0,4087978.0,968.0,R,987.1,627.7,10.0,0.56,623.9,4087987.0
1068,108.0,4088256.0,981.4,R,962.7,614.7,20.0,0.56,619.9,4088275.0
1069,302.0,4088450.0,1196.8,R,987.1,627.2,46.0,6.18,679.6,4088495.0
1070,565.0,4088658.0,965.1,R,1181.4,672.6,28.0,6.41,614.7,4088685.0
1071,135.0,4089066.0,1004.9,R,970.5,603.4,22.0,1.05,615.6,4089087.0
1072,150.0,4089386.0,949.2,R,996.6,600.6,22.0,1.4,589.3,4089407.0
1073,123.0,4089592.0,970.9,R,939.0,580.9,21.0,0.95,589.5,4089612.0
1074,171.0,4089993.0,1003.7,R,963.2,582.1,23.0,1.88,630.5,4090015.0
1075,202.0,4090254.0,935.9,R,994.2,623.2,24.0,1.93,591.4,4090277.0
1076,88.0,4090444.0,958.3,R,934.0,601.3,11.0,0.7,603.2,4090454.0
1077,132.0,4091587.0,1009.0,R,970.3,586.0,24.0,1.23,603.3,4091610.0
1078,137.0,4092036.0,940.6,R,982.8,583.9,17.0,1.28,597.4,4092052.0
1079,128.0,4093865.0,1012.3,R,968.7,583.8,18.0,1.26,589.8,4093882.0
1080,91.0,4094289.0,968.7,R,1002.7,565.5,15.0,0.98,562.2,4094303.0
1081,62.0,4095437.0,969.7,R,980.8,596.2,16.0,0.33,593.3,4095452.0
1082,106.0,4095627.0,985.8,R,966.7,593.6,21.0,0.59,600.7,4095647.0
1083,82.0,4095963.0,964.2,R,983.2,603.5,19.0,0.55,604.5,4095981.0
1084,107.0,4096166.0,977.1,R,958.8,605.4,20.0,0.56,611.5,4096185.0
1085,83.0,4096740.0,984.3,R,958.6,602.2,12.0,0.74,603.4,4096751.0
1086,2876.0,4096890.0,936.6,R,972.2,596.8,380.0,1.29,622.7,4097269.0
1087,276.0,4097444.0,960.7,R,901.5,611.2,28.0,1.7,605.8,4097471.0
1088,148.0,4098363.0,977.2,R,947.0,605.6,22.0,0.91,614.8,4098384.0
1089,87.0,4098599.0,934.9,R,964.4,604.0,13.0,0.88,596.0,4098611.0
1090,175.0,4098869.0,981.7,R,946.1,583.5,24.0,1.42,616.0,4098892.0
1091,91.0,4099097.0,960.9,R,986.4,605.9,15.0,0.89,589.3,4099111.0
1092,64.0,4099549.0,970.8,R,965.7,578.8,17.0,0.18,575.2,4099565.0
1093,174.0,4099838.0,1001.6,R,961.5,582.5,24.0,1.29,601.8,4099861.0
1094,149.0,4100082.0,956.8,R,995.6,596.9,23.0,1.16,586.4,4100104.0
1095,72.0,4100397.0,979.2,R,964.0,583.3,16.0,0.47,589.1,4100412.0
1096,66.0,4100909.0,979.7,R,987.2,584.0,16.0,0.41,595.4,4100924.0
1097,104.0,4101471.0,988.8,R,957.1,585.7,21.0,0.94,593.1,4101491.0
1098,118.0,4105344.0,978.7,R,958.1,601.1,20.0,0.68,612.2,4105363.0
1099,81.0,4105629.0,968.8,R,984.8,603.4,18.0,0.53,594.6,4105646.0
1100,120.0,4105952.0,995.0,R,980.0,592.2,22.0,0.65,608.1,4105973.0
1101,51.0,4106353.0,974.8,R,988.7,605.3,8.0,0.41,602.3,4106360.0
1102,2407.0,4106571.0,909.5,R,976.9,610.1,346.0,1.97,622.5,4106916.0
1103,295.0,4106995.0,969.9,R,916.3,630.1,36.0,1.54,627.0,4107030.0
1104,173.0,4107203.0,1005.5,R,978.1,619.8,27.0,1.21,649.7,4107229.0
1105,57.0,4107717.0,994.0,R,991.5,627.8,17.0,0.35,639.1,4107733.0
1106,81.0,4107978.0,989.7,R,986.5,624.5,18.0,0.42,611.0,4107995.0
1107,82.0,4108704.0,946.8,R,948.9,576.2,17.0,0.66,554.8,4108720.0
1108,190.0,4109094.0,868.7,R,945.6,560.4,25.0,2.46,524.6,4109118.0
1109,326.0,4109263.0,982.1,R,895.5,552.9,32.0,2.56,573.1,4109294.0
1110,90.0,4109977.0,935.5,R,959.9,577.3,19.0,0.73,584.0,4109995.0
1111,109.0,4110194.0,954.6,R,931.6,580.8,19.0,0.66,578.3,4110212.0
1112,110.0,4110584.0,928.4,R,931.7,557.5,25.0,0.43,571.1,4110608.0
1113,89.0,4110872.0,957.5,R,936.2,560.3,19.0,0.61,562.2,4110890.0
1114,104.0,4111297.0,975.4,R,955.9,565.0,20.0,0.73,580.4,4111316.0
1115,58.0,4111641.0,970.4,R,979.6,581.6,17.0,0.3,576.9,4111657.0
1116,140.0,4111997.0,941.9,R,978.3,566.9,24.0,1.04,565.8,4112020.0
1117,159.0,4112176.0,981.8,R,943.5,560.2,22.0,1.1,558.9,4112197.0
1118,79.0,4113692.0,991.3,R,980.4,581.9,16.0,0.47,593.2,4113707.0
1119,130.0,4114046.0,1024.9,R,990.2,602.2,22.0,1.0,604.0,4114067.0
1120,204.0,4114634.0,931.7,R,992.7,600.8,25.0,1.8,586.7,4114658.0
1121,114.0,4114802.0,970.6,R,932.4,577.7,18.0,1.1,581.1,4114819.0
